title,release_year,vote_average,vote_count
Getting Away with Murder,1996,5.5,6.0
Cemetery Man,1994,7.0,105.0
Twister,1996,6.1,966.0
Barb Wire,1996,3.9,117.0
Le Garçu,1995,5.0,1.0
Honeymoon,1996,0.0,0.0
Ghost in the Shell,1995,7.8,854.0
Thinner,1996,5.5,125.0
Spy Hard,1996,4.9,148.0
Brothers in Trouble,1995,0.0,0.0
A Close Shave,1995,7.5,223.0
Force of Evil,1948,6.6,33.0
The Stupids,1996,4.2,22.0
The Arrival,1996,6.1,200.0
The Man from Down Under,1943,0.0,0.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.0,1472.0
Careful,1992,7.8,4.0
A Month by the Lake,1995,7.2,7.0
Gold Diggers: The Secret of Bear Mountain,1995,5.8,20.0
Kim,1950,7.0,5.0
Carmen Miranda: Bananas Is My Business,1995,10.0,1.0
Ashes of Time,1994,7.1,73.0
The Jar,1994,8.0,3.0
Maya Lin: A Strong Clear Vision,1995,0.0,0.0
Stalingrad,1993,7.4,116.0
The Phantom,1996,4.7,138.0
Striptease,1996,4.4,210.0
The Last of the High Kings,1996,5.7,15.0
Heavy,1995,7.7,11.0
Jack,1996,5.9,340.0
I Shot Andy Warhol,1996,6.1,32.0
The Grass Harp,1995,6.1,4.0
Someone Else's America,1995,0.0,0.0
Life is Rosy,1987,6.5,2.0
Quartier Mozart,1992,5.0,1.0
Touki Bouki,1973,7.3,10.0
God's Gift,1982,5.0,1.0
Spirits of the Dead,1968,5.5,24.0
Babyfever,1994,0.0,0.0
Pharaoh's  Army,1995,6.3,5.0
Trainspotting,1996,7.8,2737.0
Til There Was You,1997,3.9,4.0
Independence Day,1996,6.7,3334.0
Stealing Beauty,1996,6.6,99.0
The Fan,1996,5.7,202.0
The Hunchback of Notre Dame,1996,6.8,1182.0
The Cable Guy,1996,5.7,603.0
Kingpin,1996,6.7,248.0
Eraser,1996,5.6,553.0
The Gate of Heavenly Peace,1995,6.7,3.0
The Nutty Professor,1996,5.4,717.0
"I, the Worst of All",1990,6.8,3.0
An Unforgettable Summer,1994,7.2,6.0
A Hungarian Fairy Tale,1987,0.0,0.0
My Life and Times With Antonin Artaud,1993,8.0,1.0
Midnight Dancers,1994,7.0,1.0
Somebody to Love,1994,5.1,2.0
A Very Natural Thing,1974,6.3,3.0
The Old Lady Who Walked in the Sea,1991,0.0,0.0
Daylight,1996,5.8,385.0
The Frighteners,1996,6.7,413.0
Lone Star,1996,6.9,79.0
Harriet the Spy,1996,5.7,47.0
Phenomenon,1996,6.2,328.0
Walking and Talking,1996,6.6,8.0
She's the One,1996,5.7,71.0
A Time to Kill,1996,7.0,522.0
American Buffalo,1996,6.2,9.0
Rendezvous in Paris,1995,6.5,4.0
Alaska,1996,5.2,32.0
Fled,1996,5.2,49.0
Kazaam,1996,3.6,60.0
Magic Hunter,1994,6.0,1.0
Larger Than Life,1996,5.4,35.0
A Boy Called Hate,1996,6.0,2.0
Power 98,1996,4.0,1.0
Two Deaths,1995,7.0,2.0
A Very Brady Sequel,1996,5.8,42.0
Stefano Quantestorie,1993,6.0,1.0
Death in the Garden,1956,7.4,8.0
Hedd Wyn,1992,6.5,2.0
La Collectionneuse,1967,6.5,25.0
Kaspar Hauser,1993,6.3,4.0
Regular Guys,1996,5.2,9.0
Diebinnen,1996,4.0,1.0
The Convent,1995,6.5,6.0
The Adventures of Pinocchio,1996,5.0,55.0
Joe's Apartment,1996,5.0,87.0
The First Wives Club,1996,6.5,172.0
Stonewall,1995,7.2,10.0
Ransom,1996,6.4,482.0
High School High,1996,5.4,51.0
Phat Beach,1996,5.4,8.0
Foxfire,1996,6.3,30.0
Chain Reaction,1996,5.3,291.0
Matilda,1996,6.9,892.0
Emma,1996,6.7,152.0
The Crow: City of Angels,1996,5.2,119.0
House Arrest,1996,5.0,32.0
Eyes Without a Face,1960,7.5,130.0
Bordello of Blood,1996,5.0,63.0
Lotto Land,1995,7.0,1.0
The Story of Xinghua,1994,0.0,0.0
The Day the Sun Turned Cold,1994,7.0,2.0
Flirt,1995,7.5,4.0
The Big Squeeze,1996,5.0,1.0
The Spitfire Grill,1996,6.8,17.0
Escape from L.A.,1996,5.6,381.0
Cyclo,1995,6.8,23.0
Basquiat,1996,6.6,97.0
Tin Cup,1996,5.9,152.0
Dingo,1991,6.0,1.0
The Ballad of Narayama,1958,6.4,12.0
Every Other Weekend,1990,6.0,2.0
Mille bolle blu,1993,6.0,1.0
Crows and Sparrows,1949,5.0,1.0
The Godfather,1972,8.5,6024.0
Maybe... Maybe Not,1994,6.1,34.0
Police Story 3: Supercop,1992,6.7,109.0
Manny & Lo,1996,6.3,9.0
Wife,1953,0.0,0.0
Small Faces,1996,6.4,10.0
Bound,1996,6.9,203.0
Carpool,1996,4.9,17.0
Death in Brunswick,1990,6.1,7.0
Kansas City,1996,6.1,13.0
Gone Fishin',1997,4.7,48.0
Lover's Knot,1996,4.0,2.0
Vive L'Amour,1994,7.3,16.0
Shadow of Angels,1976,4.0,2.0
Killer: A Journal of Murder,1996,6.3,10.0
Nothing to Lose,1994,0.0,0.0
Project S,1993,5.8,12.0
Girls Town,1996,5.2,3.0
Bye-Bye,1995,7.7,3.0
The Relic,1997,5.8,130.0
The Island of Dr. Moreau,1996,4.6,148.0
First Kid,1996,5.3,28.0
The Trigger Effect,1996,6.6,18.0
Sweet Nothing,1995,5.0,2.0
Bogus,1996,5.4,46.0
Bulletproof,1996,5.4,164.0
Talk of Angels,1998,6.8,4.0
The Land Before Time III: The Time of the Great Giving,1995,6.1,86.0
1-900,1994,5.0,1.0
Baton Rouge,1988,0.0,0.0
Halloween: The Curse of Michael Myers,1995,5.0,173.0
Twelfth Night,1996,7.0,22.0
Mother Night,1996,7.1,13.0
Liebelei,1933,6.3,8.0
Venice,2010,7.5,4.0
Wild Reeds,1994,7.4,18.0
For Whom the Bell Tolls,1943,6.1,41.0
The Philadelphia Story,1940,7.7,196.0
Singin' in the Rain,1952,7.9,747.0
An American in Paris,1951,6.9,133.0
Funny Face,1957,7.0,162.0
Breakfast at Tiffany's,1961,7.6,1082.0
Vertigo,1958,8.0,1162.0
Rear Window,1954,8.2,1531.0
It Happened One Night,1934,7.7,283.0
Gaslight,1944,7.2,73.0
The Gay Divorcee,1934,7.2,17.0
North by Northwest,1959,7.8,1062.0
The Apartment,1960,8.1,498.0
Some Like It Hot,1959,8.0,835.0
Charade,1963,7.7,351.0
Casablanca,1942,7.9,1462.0
The Maltese Falcon,1941,7.8,435.0
My Fair Lady,1964,7.4,361.0
Sabrina,1954,7.4,284.0
Roman Holiday,1953,7.8,502.0
The Little Princess,1939,7.0,22.0
Meet Me in St. Louis,1944,6.8,66.0
The Wizard of Oz,1939,7.4,1689.0
Gone with the Wind,1939,7.7,995.0
My Favorite Year,1982,7.1,35.0
Sunset Boulevard,1950,8.2,533.0
Citizen Kane,1941,8.0,1244.0
2001: A Space Odyssey,1968,7.9,3075.0
Golden Earrings,1947,4.8,3.0
All About Eve,1950,8.0,367.0
The Women,1939,6.4,26.0
Rebecca,1940,7.7,346.0
Foreign Correspondent,1940,7.0,86.0
Notorious,1946,7.8,345.0
Spellbound,1945,7.3,166.0
An Affair to Remember,1957,7.1,101.0
To Catch a Thief,1955,7.1,299.0
Father of the Bride,1950,6.6,43.0
The Band Wagon,1953,7.1,46.0
Ninotchka,1939,7.3,77.0
Love in the Afternoon,1957,7.3,55.0
Gigi,1958,6.1,68.0
The Reluctant Debutante,1958,6.6,11.0
The Adventures of Robin Hood,1938,7.6,170.0
The Mark of Zorro,1940,7.1,39.0
Laura,1944,7.6,173.0
The Ghost and Mrs. Muir,1947,7.3,59.0
Lost Horizon,1937,6.8,42.0
Top Hat,1935,7.4,62.0
To Be or Not to Be,1942,7.7,119.0
My Man Godfrey,1936,7.7,69.0
Giant,1956,7.5,169.0
East of Eden,1955,7.5,163.0
The Thin Man,1934,7.4,97.0
His Girl Friday,1940,7.5,171.0
Around the World in Eighty Days,1956,6.5,85.0
It's a Wonderful Life,1946,8.0,1103.0
Mr. Smith Goes to Washington,1939,7.9,245.0
Bringing Up Baby,1938,7.6,201.0
Penny Serenade,1941,6.4,23.0
The Scarlet Letter,1926,8.3,4.0
Lady of Burlesque,1943,5.0,7.0
Of Human Bondage,1934,6.4,26.0
Angel on My Shoulder,1946,5.7,6.0
Little Lord Fauntleroy,1936,6.6,13.0
They Made Me a Criminal,1939,5.6,8.0
The Inspector General,1949,6.2,17.0
Angel and the Badman,1947,6.6,27.0
The 39 Steps,1935,7.4,217.0
A Walk in the Sun,1945,5.2,14.0
The Outlaw,1943,4.9,16.0
Night of the Living Dead,1968,7.5,591.0
The African Queen,1951,7.4,232.0
Beat the Devil,1953,6.2,31.0
Cat on a Hot Tin Roof,1958,7.6,168.0
The Last Time I Saw Paris,1954,5.1,9.0
Meet John Doe,1941,7.3,52.0
Algiers,1938,5.8,6.0
Something to Sing About,1937,3.8,2.0
A Farewell to Arms,1932,6.2,29.0
Moonlight Murder,1936,6.0,1.0
Nothing Personal,1996,4.0,1.0
"Yes, Madam",1985,7.4,11.0
Dangerous Ground,1997,5.0,8.0
Picnic,1955,6.7,19.0
Madagascar Skin,1995,0.0,0.0
The Pompatus of Love,1996,5.3,2.0
Small Wonders,1995,0.0,0.0
Fly Away Home,1996,6.6,114.0
Bliss,1997,4.8,6.0
Grace of My Heart,1996,6.5,15.0
Brother of Sleep,1995,6.8,6.0
Maximum Risk,1996,5.3,104.0
Michael Collins,1996,6.8,98.0
The Rich Man's Wife,1996,4.9,11.0
Infinity,1996,0.0,0.0
Big Night,1996,6.8,45.0
Last Man Standing,1996,6.2,263.0
Caught,1996,6.5,5.0
Set It Off,1996,6.9,66.0
2 Days in the Valley,1996,5.9,73.0
Curdled,1996,6.2,29.0
L'associé,1979,6.0,3.0
Ed's Next Move,1996,3.0,1.0
Extreme Measures,1996,5.7,80.0
The Glimmer Man,1996,4.7,102.0
D3: The Mighty Ducks,1996,5.3,99.0
The Chamber,1996,5.9,62.0
The Apple Dumpling Gang,1975,6.6,34.0
"Davy Crockett, King of the Wild Frontier",1955,5.9,14.0
Escape to Witch Mountain,1975,6.5,60.0
The Love Bug,1968,6.0,126.0
Herbie Rides Again,1974,5.9,77.0
Old Yeller,1957,7.0,68.0
The Parent Trap,1961,6.8,92.0
Pollyanna,1960,6.9,50.0
Homeward Bound: The Incredible Journey,1993,6.6,218.0
The Shaggy Dog,1959,6.2,22.0
Swiss Family Robinson,1960,7.0,88.0
That Darn Cat!,1965,6.4,28.0
"20,000 Leagues Under the Sea",1954,6.9,160.0
Cool Runnings,1993,6.8,510.0
Angels in the Outfield,1994,5.7,124.0
Cinderella,1950,6.8,1760.0
Winnie the Pooh and the Blustery Day,1968,7.8,20.0
The Three Caballeros,1944,6.2,108.0
The Sword in the Stone,1963,6.9,935.0
So Dear to My Heart,1948,6.3,5.0
Robin Hood: Prince of Thieves,1991,6.6,937.0
Mary Poppins,1964,7.4,1217.0
Dumbo,1941,6.8,1206.0
Pete's Dragon,1977,6.4,201.0
Bedknobs and Broomsticks,1971,6.8,260.0
Alice in Wonderland,1951,7.0,1557.0
The Fox and the Hound,1981,7.0,884.0
Freeway,1996,6.5,95.0
The Sound of Music,1965,7.4,966.0
Die Hard,1988,7.5,4005.0
The Lawnmower Man,1992,5.4,198.0
Unhook the Stars,1996,6.2,11.0
Synthetic Pleasures,1995,0.0,0.0
The Secret Agent,1996,5.0,7.0
Secrets & Lies,1996,7.1,127.0
That Thing You Do!,1996,6.8,230.0
To Gillian on Her 37th Birthday,1996,5.1,13.0
Surviving Picasso,1996,5.3,21.0
Love Is All There Is,1996,5.5,2.0
Beautiful Thing,1996,7.3,76.0
The Long Kiss Goodnight,1996,6.4,323.0
The Ghost and the Darkness,1996,6.4,238.0
Looking for Richard,1996,6.9,33.0
Trees Lounge,1996,6.7,51.0
The Proprietor,1996,0.0,0.0
Normal Life,1996,6.8,8.0
Get on the Bus,1996,7.0,11.0
Shadow Conspiracy,1997,4.0,12.0
Jude,1996,6.6,38.0
Everyone Says I Love You,1996,6.5,149.0
Bitter Sugar,1996,6.3,3.0
Romeo + Juliet,1996,6.7,1406.0
Swingers,1996,6.8,255.0
Sleepers,1996,7.3,729.0
The Sunchaser,1996,6.1,8.0
Johns,1996,6.0,6.0
Aladdin and the King of Thieves,1996,6.1,494.0
The Woman in Question,1952,5.2,3.0
Shall We Dance,1937,7.9,22.0
A Damsel in Distress,1937,7.0,4.0
Crossfire,1947,6.1,26.0
"Murder, My Sweet",1944,7.2,48.0
Macao,1952,5.6,8.0
For the Moment,1993,7.4,3.0
Willy Wonka & the Chocolate Factory,1971,7.4,826.0
The Sexual Life of the Belgians,1994,5.0,2.0
The Innocents,1961,7.5,126.0
Sleeper,1973,7.0,206.0
Bananas,1971,6.7,167.0
A Fish Called Wanda,1988,7.1,576.0
Life of Brian,1979,7.7,1230.0
Victor/Victoria,1982,6.9,89.0
The Candidate,1972,6.9,39.0
The Great Race,1965,7.2,64.0
Bonnie and Clyde,1967,7.6,384.0
The Old Man and the Sea,1958,6.0,25.0
Dial M for Murder,1954,7.9,539.0
Madame Butterfly,1995,4.8,3.0
Dirty Dancing,1987,7.1,1371.0
Reservoir Dogs,1992,8.1,3821.0
Platoon,1986,7.5,1236.0
Weekend at Bernie's,1989,6.4,255.0
Basic Instinct,1992,6.5,869.0
The Doors,1991,6.7,285.0
The Crying Game,1992,6.9,180.0
Glengarry Glen Ross,1992,7.5,330.0
Sophie's Choice,1982,7.4,149.0
E.T. the Extra-Terrestrial,1982,7.3,3359.0
The Search for One-eye Jimmy,1994,6.3,4.0
A Christmas Carol,1938,7.0,34.0
Days of Thunder,1990,5.9,359.0
Top Gun,1986,6.7,1736.0
American Strays,1996,6.8,5.0
Rebel Without a Cause,1955,7.6,351.0
A Streetcar Named Desire,1951,7.6,291.0
Children of the Corn IV: The Gathering,1996,4.6,41.0
The Leopard Son,1996,0.0,0.0
Charm's  Incidents,1996,0.0,0.0
Bird of Prey,1995,0.0,0.0
Microcosmos,1996,7.7,61.0
Palookaville,1995,5.4,7.0
The Associate,1996,6.2,49.0
The Funeral,1996,7.3,31.0
The Sleepover,2013,8.0,1.0
A Single Girl,1995,6.8,8.0
The Eighth Day,1996,7.0,56.0
North Star,1996,5.2,3.0
Drunks,1997,0.0,0.0
The People vs. Larry Flynt,1996,6.8,257.0
Glory Daze,1995,5.8,15.0
A Perfect Candidate,1996,5.3,2.0
On Golden Pond,1981,7.3,101.0
The Return of the Pink Panther,1975,6.7,138.0
Drop Dead Fred,1991,5.9,107.0
The Abyss,1989,7.1,822.0
The Fog,1980,6.4,318.0
Escape from New York,1981,6.9,720.0
The Howling,1981,6.4,165.0
Jean de Florette,1986,7.6,113.0
Manon of the Spring,1986,7.8,103.0
Johnny 100 Pesos,1993,6.3,3.0
Private Benjamin,1980,6.0,103.0
Monty Python and the Holy Grail,1975,7.8,1742.0
Hustler White,1996,6.8,12.0
Dadetown,1995,8.0,1.0
Everything Relative,1996,4.0,1.0
Entertaining Angels - The Dorothy Day Story,1996,5.0,1.0
Three Lives and Only One Death,1996,8.0,5.0
The Line King: The Al Hirschfeld Story,1996,0.0,0.0
Snowriders,1996,0.0,0.0
Curtis's Charm,1995,0.0,0.0
When We Were Kings,1996,7.3,54.0
The Wrong Trousers,1993,7.6,266.0
JLG/JLG: Self-Portrait in December,1995,7.7,3.0
The Return of Martin Guerre,1982,6.7,22.0
Faust,1994,7.4,22.0
He Walked by Night,1948,6.4,17.0
Raw Deal,1948,7.2,19.0
T-Men,1947,6.4,15.0
The Children Are Watching Us,1944,7.2,11.0
Pastoral Symphony,1946,4.7,3.0
Here Comes Cookie,1935,8.0,1.0
Love In Bloom,1935,0.0,0.0
Six of a Kind,1934,3.5,2.0
The Tin Drum,1979,7.0,93.0
The Ruling Class,1972,6.8,29.0
Mina Tannenbaum,1994,4.8,3.0
2 or 3 Things I Know About Her,1967,7.0,33.0
The Bloody Child,1996,0.0,0.0
Dear God,1996,5.1,17.0
Bad Moon,1996,5.7,33.0
American Dream,1990,6.0,2.0
Best of the Best 3: No Turning Back,1995,5.8,13.0
Bob Roberts,1992,6.5,44.0
Cinema Paradiso,1988,8.2,834.0
"The Cook, the Thief, His Wife & Her Lover",1989,7.3,137.0
Dead Tired,1994,5.6,9.0
Delicatessen,1991,7.4,320.0
The Double Life of Veronique,1991,7.3,154.0
Enchanted April,1991,6.9,25.0
Paths of Glory,1957,8.2,565.0
The Grifters,1990,6.5,112.0
Hear My Song,1991,4.1,4.0
The Shooter,1997,5.0,1.0
The English Patient,1996,7.0,559.0
Mediterraneo,1991,7.4,157.0
My Left Foot: The Story of Christy Brown,1989,7.5,208.0
"Sex, Lies, and Videotape",1989,6.7,188.0
Passion Fish,1992,6.7,7.0
Strictly Ballroom,1992,6.2,83.0
The Thin Blue Line,1988,7.9,109.0
Tie Me Up! Tie Me Down!,1989,7.0,102.0
Madonna: Truth or Dare,1991,6.3,32.0
Paris is Burning,1990,8.2,67.0
One Flew Over the Cuckoo's Nest,1975,8.3,3001.0
Up in Smoke,1978,6.7,201.0
The Empire Strikes Back,1980,8.2,5998.0
The Princess Bride,1987,7.6,1518.0
Raiders of the Lost Ark,1981,7.7,3949.0
Brazil,1985,7.6,877.0
Aliens,1986,7.7,3282.0
"The Good, the Bad and the Ugly",1966,8.1,2371.0
Withnail & I,1987,7.4,173.0
12 Angry Men,1957,8.2,2130.0
Lawrence of Arabia,1962,7.8,870.0
A Clockwork Orange,1971,8.0,3432.0
To Kill a Mockingbird,1962,7.9,676.0
Apocalypse Now,1979,8.0,2112.0
Once Upon a Time in the West,1968,8.1,1160.0
Return of the Jedi,1983,7.9,4763.0
Wings of Desire,1987,7.5,256.0
The Third Man,1949,7.9,431.0
GoodFellas,1990,8.2,3211.0
Alien,1979,7.9,4564.0
Army of Darkness,1992,7.3,852.0
The Big Blue,1988,7.6,364.0
Ran,1985,7.9,349.0
The Killer,1989,7.6,179.0
Psycho,1960,8.3,2405.0
The Blues Brothers,1980,7.5,1092.0
The Godfather: Part II,1974,8.3,3418.0
Full Metal Jacket,1987,7.9,2595.0
A Grand Day Out,1990,7.4,199.0
Henry V,1989,7.4,73.0
Amadeus,1984,7.8,1107.0
The Quiet Man,1952,7.3,118.0
Once Upon a Time in America,1984,8.3,1104.0
Raging Bull,1980,7.7,968.0
Annie Hall,1977,7.8,1044.0
The Right Stuff,1983,7.4,241.0
Stalker,1979,7.8,356.0
Das Boot,1981,7.9,623.0
The Sting,1973,7.9,639.0
Harold and Maude,1971,7.7,266.0
Trust,1990,6.5,24.0
The Seventh Seal,1957,7.9,569.0
Local Hero,1983,7.0,81.0
The Terminator,1984,7.4,4208.0
Braindead,1992,7.4,388.0
Glory,1989,7.4,391.0
Rosencrantz & Guildenstern Are Dead,1991,7.3,75.0
Manhattan,1979,7.8,600.0
Miller's Crossing,1990,7.5,431.0
Dead Poets Society,1989,8.1,2786.0
The Graduate,1967,7.6,855.0
Touch of Evil,1958,7.6,292.0
La Femme Nikita,1990,7.0,511.0
The Bridge on the River Kwai,1957,7.7,554.0
8½,1963,7.9,427.0
Chinatown,1974,7.9,939.0
The Day the Earth Stood Still,1951,7.3,323.0
The Treasure of the Sierra Madre,1948,7.9,285.0
Bad Taste,1987,6.4,196.0
Duck Soup,1933,7.6,170.0
Better Off Dead...,1985,6.8,164.0
The Shining,1980,8.1,3890.0
Stand by Me,1986,7.8,1568.0
M,1931,8.0,465.0
Evil Dead II,1987,7.5,760.0
The Great Escape,1963,7.8,731.0
The Deer Hunter,1978,7.8,943.0
Diva,1981,6.7,37.0
Groundhog Day,1993,7.4,2358.0
Unforgiven,1992,7.7,1133.0
The Manchurian Candidate,1962,7.7,188.0
Pump up the Volume,1990,7.0,86.0
Arsenic and Old Lace,1944,7.4,234.0
Back to the Future,1985,8.0,6239.0
Fried Green Tomatoes,1991,7.6,298.0
Patton,1970,7.3,327.0
Down by Law,1986,7.2,149.0
Akira,1988,7.8,792.0
Highlander,1986,6.8,642.0
Cool Hand Luke,1967,7.7,390.0
Cyrano de Bergerac,1990,6.8,131.0
Young Frankenstein,1974,7.7,880.0
Night on Earth,1991,7.5,165.0
Raise the Red Lantern,1991,7.8,139.0
The Great Dictator,1940,8.1,756.0
Fantasia,1940,7.2,831.0
High Noon,1952,7.6,343.0
The Big Sleep,1946,7.6,244.0
Heathers,1988,7.3,387.0
Somewhere in Time,1980,7.1,104.0
Ben-Hur,1959,7.5,660.0
This Is Spinal Tap,1984,7.6,413.0
Koyaanisqatsi,1982,7.7,140.0
Some Kind of Wonderful,1987,6.9,104.0
Indiana Jones and the Last Crusade,1989,7.6,3221.0
Being There,1979,7.7,243.0
Gandhi,1982,7.4,730.0
The Unbearable Lightness of Being,1988,7.0,89.0
A Room with a View,1985,6.9,164.0
Real Genius,1985,6.6,121.0
Pink Floyd: The Wall,1982,7.7,363.0
The Killing Fields,1984,7.5,180.0
My Life as a Dog,1985,7.3,70.0
Forbidden Planet,1956,7.2,238.0
Field of Dreams,1989,7.1,383.0
The Man Who Would Be King,1975,7.6,148.0
Butch Cassidy and the Sundance Kid,1969,7.4,659.0
"Paris, Texas",1984,7.7,282.0
Until the End of the World,1991,6.3,45.0
When Harry Met Sally...,1989,7.3,974.0
I Shot a Man in Vegas,1996,0.0,0.0
Parallel Sons,1995,5.0,1.0
Hype!,1996,6.8,12.0
Santa with Muscles,1996,3.5,20.0
Female Perversions,1996,5.4,10.0
Mad Dog Time,1996,6.2,12.0
Breathing Room,1996,0.0,0.0
Paris Was a Woman,1996,7.0,1.0
I'm Not Rappaport,1996,6.2,8.0
Blue Juice,1995,3.6,13.0
Kids of Survival,1996,0.0,0.0
Alien³,1992,6.2,1664.0
An American Werewolf in London,1981,7.2,571.0
Amityville: It's About Time,1992,4.1,21.0
Amityville 3-D,1983,4.0,40.0
Amityville: Dollhouse,1996,3.5,17.0
Amityville: A New Generation,1993,2.8,17.0
Amityville II: The Possession,1982,5.9,59.0
The Amityville Horror,1979,6.2,192.0
The Amityville Curse,1989,2.7,19.0
Blood for Dracula,1974,5.8,22.0
April Fool's Day,1986,5.8,74.0
Audrey Rose,1977,5.8,34.0
The Believers,1987,6.2,39.0
The Birds,1963,7.3,959.0
The Blob,1958,6.2,147.0
Blood Beach,1980,4.9,18.0
Body Parts,1991,5.6,24.0
The Body Snatcher,1945,6.8,47.0
Dracula,1992,7.1,1087.0
Bride of Frankenstein,1935,7.4,208.0
Burnt Offerings,1976,6.6,58.0
Candyman,1992,6.2,303.0
Cape Fear,1991,7.0,692.0
Cape Fear,1962,7.2,125.0
Carrie,1976,7.0,977.0
Cat People,1982,6.0,97.0
A Nightmare on Elm Street,1984,7.2,1212.0
Nosferatu,1922,7.7,373.0
Vampire in Venice,1988,8.5,2.0
The Omen,1976,7.2,485.0
Blood and Wine,1996,5.5,34.0
Albino Alligator,1996,5.6,45.0
The Mirror Has Two Faces,1996,6.5,47.0
Breaking the Waves,1996,7.2,213.0
Nightwatch,1997,6.2,104.0
Star Trek: First Contact,1996,7.0,671.0
Shine,1996,7.3,136.0
Sling Blade,1996,7.4,236.0
Jingle All the Way,1996,5.5,583.0
Identification of a Woman,1982,5.8,15.0
Paradise Lost: The Child Murders at Robin Hood Hills,1996,7.9,38.0
The Preacher's Wife,1996,5.4,55.0
Zero Kelvin,1995,6.4,5.0
Ridicule,1996,7.4,30.0
The Crucible,1996,6.7,134.0
101 Dalmatians,1996,5.6,722.0
The Forbidden Christ,1951,5.5,2.0
I Can't Sleep,1994,5.0,1.0
Die Hard 2,1990,6.6,1920.0
Star Trek: The Motion Picture,1979,6.2,541.0
Star Trek VI: The Undiscovered Country,1991,6.7,421.0
Star Trek V: The Final Frontier,1989,5.6,384.0
Star Trek II: The Wrath of Khan,1982,7.3,688.0
Star Trek III: The Search for Spock,1984,6.4,443.0
Star Trek IV: The Voyage Home,1986,6.9,490.0
Batman Returns,1992,6.6,1706.0
Young Guns,1988,6.6,262.0
Young Guns II,1990,6.3,165.0
Grease,1978,7.2,1633.0
Grease 2,1982,4.9,185.0
Marked for Death,1990,5.6,100.0
Adrenalin: Fear the Rush,1996,3.9,19.0
The Substance of Fire,1996,6.0,1.0
Under Siege,1992,6.1,405.0
Terror in a Texas Town,1958,7.1,13.0
Jaws,1975,7.5,2628.0
Jaws 2,1978,5.9,412.0
Jaws 3-D,1983,4.2,266.0
My Fellow Americans,1996,6.3,46.0
Mars Attacks!,1996,6.1,1544.0
Citizen Ruth,1996,6.8,27.0
Jerry Maguire,1996,6.7,941.0
Raising Arizona,1987,7.2,548.0
Tin Men,1987,6.8,38.0
Sneakers,1992,6.7,301.0
Bastard Out of Carolina,1996,7.3,19.0
In Love and War,1996,6.0,28.0
Marvin's Room,1996,6.6,130.0
Somebody Is Waiting,1996,0.0,0.0
Ghosts of Mississippi,1996,6.2,40.0
Night Falls on Manhattan,1996,6.6,24.0
Beavis and Butt-Head Do America,1996,6.5,169.0
La Cérémonie,1995,7.0,40.0
Scream,1996,7.0,1520.0
The Last of the Mohicans,1992,7.1,747.0
Michael,1996,5.5,174.0
The Evening Star,1996,5.8,18.0
Hamlet,1996,7.3,118.0
Some Mother's Son,1996,7.0,6.0
The Whole Wide World,1996,6.4,9.0
Mother,1996,6.8,19.0
Thieves,1996,7.0,5.0
Evita,1996,5.9,122.0
The Portrait of a Lady,1996,6.3,46.0
Walkabout,1971,7.4,111.0
Message to Love: The Isle of Wight Festival,1996,6.4,4.0
Murder at 1600,1997,5.8,130.0
Hearts and Minds,1995,0.0,0.0
Inside,1996,0.0,1.0
Fierce Creatures,1997,6.0,95.0
Zeus & Roxanne,1997,4.2,16.0
Turbulence,1997,5.2,63.0
Angel Baby,1995,7.7,3.0
First Strike,1996,6.5,101.0
Underworld,1996,6.0,1.0
Beverly Hills Ninja,1997,5.5,176.0
Metro,1997,5.3,136.0
The Machine,1994,4.5,2.0
Falling in Love Again,1980,6.1,4.0
The Cement Garden,1993,7.2,23.0
Dante's Peak,1997,5.8,445.0
Meet Wally Sparks,1997,5.3,10.0
Amos & Andrew,1993,5.0,47.0
Benny & Joon,1993,6.9,220.0
Prefontaine,1997,6.7,21.0
A Tickle in the Heart,1996,0.0,0.0
Guantanamera,1995,8.0,3.0
McHale's Navy,1997,4.4,27.0
Kolya,1996,7.5,46.0
Gridlock'd,1997,6.8,55.0
Fire on the Mountain,1996,0.0,0.0
Waiting for Guffman,1996,7.4,66.0
Prisoner of the Mountains,1996,6.6,14.0
The Beautician and the Beast,1997,5.2,53.0
SubUrbia,1996,6.4,32.0
Hotel de Love,1996,4.3,2.0
The Pest,1997,5.0,35.0
Fools Rush In,1997,5.8,133.0
Touch,1997,6.0,10.0
Absolute Power,1997,6.4,226.0
That Darn Cat,1997,3.9,11.0
Vegas Vacation,1997,6.0,175.0
Unforgotten: Twenty-Five Years After Willowbrook,1997,7.0,2.0
That Old Feeling,1997,7.1,15.0
Lost Highway,1997,7.5,572.0
Rosewood,1997,6.7,31.0
Donnie Brasco,1997,7.4,1175.0
Salut cousin !,1996,3.3,4.0
Booty Call,1997,5.6,29.0
Rhyme & Reason,1997,6.3,8.0
Boys Life 2,1997,5.0,1.0
City of Industry,1997,5.6,14.0
Best Men,1997,5.6,8.0
Jungle 2 Jungle,1997,4.9,122.0
Kama Sutra - A Tale of Love,1996,5.7,36.0
Private Parts,1997,6.7,106.0
Love Jones,1997,8.1,12.0
The Saint,1997,5.9,310.0
Smilla's Sense of Snow,1997,6.6,61.0
The Van,1996,5.9,15.0
Crash,1996,6.5,224.0
The Daytrippers,1996,6.2,11.0
Liar Liar,1997,6.4,1456.0
