title,release_year,popularity
The Relic,1997,7.699967
The Island of Dr. Moreau,1996,12.725343
First Kid,1996,6.510437
The Trigger Effect,1996,9.028947
Sweet Nothing,1995,0.234665
Bogus,1996,2.523605
Bulletproof,1996,7.859132
Talk of Angels,1998,0.978989
The Land Before Time III: The Time of the Great Giving,1995,6.372442
1-900,1994,0.062128
Baton Rouge,1988,0.437895
Halloween: The Curse of Michael Myers,1995,8.768288
Twelfth Night,1996,4.69668
Mother Night,1996,6.038784
Liebelei,1933,0.472479
Venice,2010,0.14713
Wild Reeds,1994,2.115268
For Whom the Bell Tolls,1943,14.373861
The Philadelphia Story,1940,8.888069
Singin' in the Rain,1952,11.064858
An American in Paris,1951,5.565203
Funny Face,1957,5.461487
Breakfast at Tiffany's,1961,10.879289
Vertigo,1958,18.20822
Rear Window,1954,17.911314
It Happened One Night,1934,6.465257
Gaslight,1944,14.545058
The Gay Divorcee,1934,2.863935
North by Northwest,1959,12.410427
The Apartment,1960,11.994281
Some Like It Hot,1959,11.845107
Charade,1963,7.098731
Casablanca,1942,13.916101
The Maltese Falcon,1941,5.782544
My Fair Lady,1964,12.494394
Sabrina,1954,7.359741
Roman Holiday,1953,11.954806
The Little Princess,1939,5.640722
Meet Me in St. Louis,1944,7.331511
The Wizard of Oz,1939,22.064932
Gone with the Wind,1939,14.240357
My Favorite Year,1982,2.923672
Sunset Boulevard,1950,11.709777
Citizen Kane,1941,15.811921
2001: A Space Odyssey,1968,22.494622
Golden Earrings,1947,0.949155
All About Eve,1950,12.06308
The Women,1939,5.076649
Rebecca,1940,8.590813
Foreign Correspondent,1940,9.955445
Notorious,1946,10.135111
Spellbound,1945,5.47596
An Affair to Remember,1957,9.813419
To Catch a Thief,1955,5.490505
Father of the Bride,1950,2.469167
The Band Wagon,1953,3.573935
Ninotchka,1939,5.120036
Love in the Afternoon,1957,8.196679
Gigi,1958,10.36311
The Reluctant Debutante,1958,1.954175
The Adventures of Robin Hood,1938,10.685036
The Mark of Zorro,1940,7.431939
Laura,1944,9.884516
The Ghost and Mrs. Muir,1947,3.008607
Lost Horizon,1937,3.166544
Top Hat,1935,7.122093
To Be or Not to Be,1942,7.274948
My Man Godfrey,1936,5.480098
Giant,1956,10.864284
East of Eden,1955,6.42883
The Thin Man,1934,10.573867
His Girl Friday,1940,9.88321
Around the World in Eighty Days,1956,6.164226
It's a Wonderful Life,1946,15.031588
Mr. Smith Goes to Washington,1939,8.168694
Bringing Up Baby,1938,6.60577
Penny Serenade,1941,2.446972
The Scarlet Letter,1926,0.284522
Lady of Burlesque,1943,0.264695
Of Human Bondage,1934,1.831221
Angel on My Shoulder,1946,0.594433
Little Lord Fauntleroy,1936,4.709847
They Made Me a Criminal,1939,1.758391
The Inspector General,1949,0.896505
Angel and the Badman,1947,8.08426
The 39 Steps,1935,5.865697
A Walk in the Sun,1945,8.85591
The Outlaw,1943,1.450989
Night of the Living Dead,1968,14.384198
The African Queen,1951,6.636872
Beat the Devil,1953,2.001733
Cat on a Hot Tin Roof,1958,11.794846
The Last Time I Saw Paris,1954,0.912955
Meet John Doe,1941,10.750619
Algiers,1938,0.348765
Something to Sing About,1937,0.367546
A Farewell to Arms,1932,1.914697
Moonlight Murder,1936,0.283269
Nothing Personal,1996,0.064512
"Yes, Madam",1985,1.060097
Dangerous Ground,1997,1.463219
Picnic,1955,8.500509
Madagascar Skin,1995,0.580724
The Pompatus of Love,1996,0.537795
Small Wonders,1995,0.00264
Fly Away Home,1996,5.511155
Bliss,1997,1.262649
Grace of My Heart,1996,9.364418
Brother of Sleep,1995,0.751733
Maximum Risk,1996,7.370163
Michael Collins,1996,6.728199
The Rich Man's Wife,1996,6.746475
Infinity,1996,1.226688
Big Night,1996,2.702973
Last Man Standing,1996,11.845918
Caught,1996,1.625873
Set It Off,1996,6.85606
2 Days in the Valley,1996,4.989276
Curdled,1996,2.781581
L'associé,1979,0.000308
Ed's Next Move,1996,0.550278
Extreme Measures,1996,4.990506
The Glimmer Man,1996,5.918737
D3: The Mighty Ducks,1996,5.511475
The Chamber,1996,3.998494
The Apple Dumpling Gang,1975,4.040945
"Davy Crockett, King of the Wild Frontier",1955,5.497359
Escape to Witch Mountain,1975,7.151691
The Love Bug,1968,10.091707
Herbie Rides Again,1974,4.914603
Old Yeller,1957,12.887829
The Parent Trap,1961,5.807074
Pollyanna,1960,3.254308
Homeward Bound: The Incredible Journey,1993,7.186506
The Shaggy Dog,1959,3.404213
Swiss Family Robinson,1960,4.623089
That Darn Cat!,1965,2.803679
"20,000 Leagues Under the Sea",1954,8.722406
Cool Runnings,1993,8.30721
Angels in the Outfield,1994,10.892812
Cinderella,1950,14.436858
Winnie the Pooh and the Blustery Day,1968,1.054814
The Three Caballeros,1944,8.702472
The Sword in the Stone,1963,10.636458
So Dear to My Heart,1948,0.901443
Robin Hood: Prince of Thieves,1991,10.639244
Mary Poppins,1964,15.11549
Dumbo,1941,14.655879
Pete's Dragon,1977,7.644722
Bedknobs and Broomsticks,1971,10.362012
Alice in Wonderland,1951,16.488937
The Fox and the Hound,1981,10.197106
Freeway,1996,7.088533
The Sound of Music,1965,9.06773
Die Hard,1988,16.640522
The Lawnmower Man,1992,6.685948
Unhook the Stars,1996,5.52185
Synthetic Pleasures,1995,0.001177
The Secret Agent,1996,2.943911
Secrets & Lies,1996,11.223572
That Thing You Do!,1996,8.685761
To Gillian on Her 37th Birthday,1996,3.263681
Surviving Picasso,1996,2.167132
Love Is All There Is,1996,0.453988
Beautiful Thing,1996,5.766163
The Long Kiss Goodnight,1996,14.482345
The Ghost and the Darkness,1996,10.789928
Looking for Richard,1996,2.653817
Trees Lounge,1996,3.464286
The Proprietor,1996,0.4319
Normal Life,1996,0.881187
Get on the Bus,1996,5.230661
Shadow Conspiracy,1997,3.733574
Jude,1996,3.379677
Everyone Says I Love You,1996,9.649113
Bitter Sugar,1996,0.401227
Romeo + Juliet,1996,11.774061
Swingers,1996,6.578025
Sleepers,1996,9.198283
The Sunchaser,1996,2.35809
Johns,1996,0.271674
Aladdin and the King of Thieves,1996,8.654244
The Woman in Question,1952,0.757337
Shall We Dance,1937,3.786353
A Damsel in Distress,1937,1.685981
Crossfire,1947,3.770441
"Murder, My Sweet",1944,3.433265
Macao,1952,1.715751
For the Moment,1993,0.347124
Willy Wonka & the Chocolate Factory,1971,12.416635
The Sexual Life of the Belgians,1994,0.297781
The Innocents,1961,7.667964
Sleeper,1973,6.048904
Bananas,1971,4.331819
A Fish Called Wanda,1988,11.400353
Life of Brian,1979,10.714173
Victor/Victoria,1982,5.378996
The Candidate,1972,11.862375
The Great Race,1965,4.473327
Bonnie and Clyde,1967,12.109198
The Old Man and the Sea,1958,1.728104
Dial M for Murder,1954,7.853231
Madame Butterfly,1995,0.1489
Dirty Dancing,1987,14.044122
Reservoir Dogs,1992,12.22034
Platoon,1986,18.206972
Weekend at Bernie's,1989,8.051891
Basic Instinct,1992,16.628427
The Doors,1991,7.829619
The Crying Game,1992,7.404329
Glengarry Glen Ross,1992,6.792215
Sophie's Choice,1982,15.417202
E.T. the Extra-Terrestrial,1982,19.358546
The Search for One-eye Jimmy,1994,0.617014
A Christmas Carol,1938,1.896952
Days of Thunder,1990,7.046753
Top Gun,1986,20.301019
American Strays,1996,0.51063
Rebel Without a Cause,1955,10.968169
A Streetcar Named Desire,1951,7.301719
Children of the Corn IV: The Gathering,1996,7.97048
The Leopard Son,1996,0.002079
Charm's  Incidents,1996,0.001193
Bird of Prey,1995,0.564117
Microcosmos,1996,10.793031
Palookaville,1995,1.669597
The Associate,1996,3.277612
The Funeral,1996,2.772039
The Sleepover,2013,0.135596
A Single Girl,1995,1.813577
The Eighth Day,1996,2.887239
North Star,1996,2.753163
Drunks,1997,0.587824
The People vs. Larry Flynt,1996,9.178371
Glory Daze,1995,10.738755
A Perfect Candidate,1996,0.112669
On Golden Pond,1981,12.252186
The Return of the Pink Panther,1975,6.501177
Drop Dead Fred,1991,7.88101
The Abyss,1989,9.809585
The Fog,1980,9.194572
Escape from New York,1981,10.124544
The Howling,1981,6.715512
Jean de Florette,1986,4.883274
Manon of the Spring,1986,5.939394
Johnny 100 Pesos,1993,0.149107
Private Benjamin,1980,11.431866
Monty Python and the Holy Grail,1975,10.43389
Hustler White,1996,1.068288
Dadetown,1995,0.037353
Everything Relative,1996,0.104276
Entertaining Angels - The Dorothy Day Story,1996,0.051135
Three Lives and Only One Death,1996,1.163947
The Line King: The Al Hirschfeld Story,1996,0.001663
Snowriders,1996,0.001223
Curtis's Charm,1995,0.001648
When We Were Kings,1996,3.60795
The Wrong Trousers,1993,7.771233
JLG/JLG: Self-Portrait in December,1995,0.441965
The Return of Martin Guerre,1982,1.233692
Faust,1994,1.892008
He Walked by Night,1948,2.3353
Raw Deal,1948,10.091381
T-Men,1947,4.237738
The Children Are Watching Us,1944,0.412633
Pastoral Symphony,1946,0.206154
Here Comes Cookie,1935,0.083133
Love In Bloom,1935,0.003387
Six of a Kind,1934,0.52878
The Tin Drum,1979,5.614456
The Ruling Class,1972,2.186663
Mina Tannenbaum,1994,0.400813
2 or 3 Things I Know About Her,1967,7.273791
The Bloody Child,1996,0.001287
Dear God,1996,1.952957
Bad Moon,1996,2.661026
American Dream,1990,0.075885
Best of the Best 3: No Turning Back,1995,1.567945
Bob Roberts,1992,3.041772
Cinema Paradiso,1988,14.177005
"The Cook, the Thief, His Wife & Her Lover",1989,5.970136
Dead Tired,1994,0.665616
Delicatessen,1991,12.565447
The Double Life of Veronique,1991,9.661817
Enchanted April,1991,2.400185
Paths of Glory,1957,8.548518
The Grifters,1990,10.809693
Hear My Song,1991,0.003977
The Shooter,1997,0.112249
The English Patient,1996,15.564161
Mediterraneo,1991,5.557759
My Left Foot: The Story of Christy Brown,1989,5.841931
"Sex, Lies, and Videotape",1989,12.293656
Passion Fish,1992,5.367604
Strictly Ballroom,1992,3.233531
The Thin Blue Line,1988,5.070224
Tie Me Up! Tie Me Down!,1989,10.788319
Madonna: Truth or Dare,1991,1.325299
Paris is Burning,1990,4.101295
One Flew Over the Cuckoo's Nest,1975,35.529554
Up in Smoke,1978,7.194364
The Empire Strikes Back,1980,19.470959
The Princess Bride,1987,15.15267
Raiders of the Lost Ark,1981,19.901576
Brazil,1985,9.837287
Aliens,1986,21.761179
"The Good, the Bad and the Ugly",1966,16.788787
Withnail & I,1987,14.316459
12 Angry Men,1957,16.503959
Lawrence of Arabia,1962,10.893332
A Clockwork Orange,1971,17.112594
To Kill a Mockingbird,1962,14.284787
Apocalypse Now,1979,13.5963
Once Upon a Time in the West,1968,15.589351
Return of the Jedi,1983,14.586087
Wings of Desire,1987,6.357321
The Third Man,1949,8.513889
GoodFellas,1990,15.424092
Alien,1979,23.37742
Army of Darkness,1992,10.704612
The Big Blue,1988,13.503815
Ran,1985,12.250232
The Killer,1989,8.019837
Psycho,1960,36.826309
The Blues Brothers,1980,10.076901
The Godfather: Part II,1974,36.629307
Full Metal Jacket,1987,13.94148
A Grand Day Out,1990,7.617298
Henry V,1989,7.307967
Amadeus,1984,12.677592
The Quiet Man,1952,8.762386
Once Upon a Time in America,1984,32.182851
Raging Bull,1980,8.868558
Annie Hall,1977,18.146043
The Right Stuff,1983,14.902397
Stalker,1979,7.787515
Das Boot,1981,8.80338
The Sting,1973,12.016821
Harold and Maude,1971,10.878112
Trust,1990,4.085688
The Seventh Seal,1957,6.47828
Local Hero,1983,10.636074
The Terminator,1984,19.293562
Braindead,1992,13.645568
Glory,1989,7.521346
Rosencrantz & Guildenstern Are Dead,1991,5.088457
Manhattan,1979,12.050759
Miller's Crossing,1990,7.495853
Dead Poets Society,1989,19.905716
The Graduate,1967,12.057829
Touch of Evil,1958,9.665347
La Femme Nikita,1990,6.586401
The Bridge on the River Kwai,1957,8.851646
8½,1963,6.747516
Chinatown,1974,12.29227
The Day the Earth Stood Still,1951,9.360003
The Treasure of the Sierra Madre,1948,8.070589
Bad Taste,1987,7.409599
Duck Soup,1933,6.819957
Better Off Dead...,1985,8.994189
The Shining,1980,19.611589
Stand by Me,1986,15.206957
M,1931,12.752421
Evil Dead II,1987,13.520764
The Great Escape,1963,14.384114
The Deer Hunter,1978,7.729445
Diva,1981,2.211854
Groundhog Day,1993,12.989627
Unforgiven,1992,10.942149
The Manchurian Candidate,1962,7.991677
Pump up the Volume,1990,4.289341
Arsenic and Old Lace,1944,13.99011
Back to the Future,1985,25.778509
Fried Green Tomatoes,1991,6.584254
Patton,1970,14.382289
Down by Law,1986,8.843551
Akira,1988,10.888917
Highlander,1986,16.870392
Cool Hand Luke,1967,9.718713
Cyrano de Bergerac,1990,5.0399
Young Frankenstein,1974,9.339316
Night on Earth,1991,8.291886
Raise the Red Lantern,1991,7.948888
The Great Dictator,1940,9.241748
Fantasia,1940,8.03796
High Noon,1952,16.715935
The Big Sleep,1946,6.987617
Heathers,1988,13.311827
Somewhere in Time,1980,5.429213
Ben-Hur,1959,14.319743
This Is Spinal Tap,1984,13.981499
Koyaanisqatsi,1982,8.802715
Some Kind of Wonderful,1987,10.208658
Indiana Jones and the Last Crusade,1989,14.788987
Being There,1979,12.320636
Gandhi,1982,12.383755
The Unbearable Lightness of Being,1988,6.815147
A Room with a View,1985,6.175166
Real Genius,1985,11.959887
Pink Floyd: The Wall,1982,6.773407
The Killing Fields,1984,11.460364
My Life as a Dog,1985,4.195896
Forbidden Planet,1956,6.379966
Field of Dreams,1989,16.759454
The Man Who Would Be King,1975,6.189816
Butch Cassidy and the Sundance Kid,1969,6.714577
"Paris, Texas",1984,11.635837
Until the End of the World,1991,2.14652
When Harry Met Sally...,1989,8.34322
I Shot a Man in Vegas,1996,0.005055
Parallel Sons,1995,0.264398
Hype!,1996,3.465337
Santa with Muscles,1996,7.378936
Female Perversions,1996,2.273475
Mad Dog Time,1996,0.768894
Breathing Room,1996,0.028988
Paris Was a Woman,1996,0.036471
I'm Not Rappaport,1996,0.659056
Blue Juice,1995,2.199462
Kids of Survival,1996,0.001178
Alien³,1992,17.126768
An American Werewolf in London,1981,13.390802
Amityville: It's About Time,1992,2.418256
Amityville 3-D,1983,7.893775
Amityville: Dollhouse,1996,2.357522
Amityville: A New Generation,1993,6.401828
Amityville II: The Possession,1982,12.10181
The Amityville Horror,1979,14.00318
The Amityville Curse,1989,2.416489
Blood for Dracula,1974,1.825571
April Fool's Day,1986,10.301342
Audrey Rose,1977,5.862098
The Believers,1987,3.321608
The Birds,1963,11.591462
The Blob,1958,7.079055
Blood Beach,1980,2.232045
Body Parts,1991,3.518972
The Body Snatcher,1945,2.257383
Dracula,1992,16.777675
Bride of Frankenstein,1935,7.000417
Burnt Offerings,1976,2.877095
Candyman,1992,12.721362
Cape Fear,1991,10.302735
Cape Fear,1962,7.583191
Carrie,1976,9.277692
Cat People,1982,6.126046
A Nightmare on Elm Street,1984,13.694713
Nosferatu,1922,7.435873
Vampire in Venice,1988,0.952127
The Omen,1976,16.641277
Blood and Wine,1996,8.409956
Albino Alligator,1996,2.363293
The Mirror Has Two Faces,1996,4.803721
Breaking the Waves,1996,8.558688
Nightwatch,1997,6.122067
Star Trek: First Contact,1996,8.808497
Shine,1996,11.664053
Sling Blade,1996,9.475693
Jingle All the Way,1996,7.898202
Identification of a Woman,1982,1.350133
Paradise Lost: The Child Murders at Robin Hood Hills,1996,1.686358
The Preacher's Wife,1996,4.182641
Zero Kelvin,1995,0.472335
Ridicule,1996,10.879283
The Crucible,1996,9.412825
101 Dalmatians,1996,11.470748
The Forbidden Christ,1951,0.521422
I Can't Sleep,1994,0.318366
Die Hard 2,1990,18.785984
Star Trek: The Motion Picture,1979,8.277765
Star Trek VI: The Undiscovered Country,1991,5.90057
Star Trek V: The Final Frontier,1989,12.308007
Star Trek II: The Wrath of Khan,1982,7.160236
Star Trek III: The Search for Spock,1984,6.197298
Star Trek IV: The Voyage Home,1986,12.596956
Batman Returns,1992,15.001681
Young Guns,1988,9.905174
Young Guns II,1990,11.977636
Grease,1978,7.854899
Grease 2,1982,14.202364
Marked for Death,1990,5.845712
Adrenalin: Fear the Rush,1996,0.782292
The Substance of Fire,1996,0.757322
Under Siege,1992,9.918269
Terror in a Texas Town,1958,0.83621
Jaws,1975,19.726114
Jaws 2,1978,11.21306
Jaws 3-D,1983,16.603041
My Fellow Americans,1996,3.863894
Mars Attacks!,1996,15.63424
Citizen Ruth,1996,2.225234
Jerry Maguire,1996,11.807601
Raising Arizona,1987,14.011415
Tin Men,1987,6.477975
Sneakers,1992,7.207325
Bastard Out of Carolina,1996,1.403309
In Love and War,1996,2.369637
Marvin's Room,1996,5.307984
Somebody Is Waiting,1996,0.016374
Ghosts of Mississippi,1996,15.50082
Night Falls on Manhattan,1996,1.626239
Beavis and Butt-Head Do America,1996,8.855685
La Cérémonie,1995,3.095894
Scream,1996,13.326443
The Last of the Mohicans,1992,15.228794
Michael,1996,9.473162
The Evening Star,1996,8.399114
Hamlet,1996,9.994088
Some Mother's Son,1996,0.332582
The Whole Wide World,1996,7.94599
Mother,1996,7.860965
Thieves,1996,0.365078
Evita,1996,6.709803
The Portrait of a Lady,1996,4.13905
Walkabout,1971,10.177086
Message to Love: The Isle of Wight Festival,1996,0.330752
Murder at 1600,1997,8.428986
Hearts and Minds,1995,0.001202
Inside,1996,0.064513
Fierce Creatures,1997,11.036729
Zeus & Roxanne,1997,1.034602
Turbulence,1997,5.304043
Angel Baby,1995,0.775616
First Strike,1996,9.206356
Underworld,1996,0.005555
Beverly Hills Ninja,1997,12.16305
Metro,1997,10.519481
The Machine,1994,0.935473
Falling in Love Again,1980,0.462729
The Cement Garden,1993,15.975485
Dante's Peak,1997,7.240753
Meet Wally Sparks,1997,0.576741
Amos & Andrew,1993,3.941294
Benny & Joon,1993,10.597116
Prefontaine,1997,2.93818
A Tickle in the Heart,1996,0.001688
Guantanamera,1995,0.496315
McHale's Navy,1997,2.705804
Kolya,1996,13.947867
Gridlock'd,1997,10.575081
Fire on the Mountain,1996,0.001177
Waiting for Guffman,1996,8.130999
Prisoner of the Mountains,1996,1.015881
The Beautician and the Beast,1997,7.566377
SubUrbia,1996,8.67935
Hotel de Love,1996,0.228157
The Pest,1997,3.194883
Fools Rush In,1997,6.285574
Touch,1997,0.455272
Absolute Power,1997,7.66124
That Darn Cat,1997,1.496999
Vegas Vacation,1997,9.304901
Unforgotten: Twenty-Five Years After Willowbrook,1997,0.14057
That Old Feeling,1997,1.954656
Lost Highway,1997,8.449722
Rosewood,1997,2.899809
Donnie Brasco,1997,12.201954
Salut cousin !,1996,0.15935
Booty Call,1997,2.543626
Rhyme & Reason,1997,0.915041
Boys Life 2,1997,0.060645
City of Industry,1997,1.922014
Best Men,1997,6.610419
Jungle 2 Jungle,1997,12.640569
Kama Sutra - A Tale of Love,1996,7.124652
Private Parts,1997,10.928417
Love Jones,1997,1.251862
The Saint,1997,10.97633
Smilla's Sense of Snow,1997,3.132331
The Van,1996,1.13412
Crash,1996,7.540612
The Daytrippers,1996,9.664735
Liar Liar,1997,10.102471
The Quiet Room,1996,0.064705
Selena,1997,7.390306
The Devil's Own,1997,10.675073
Cats Don't Dance,1997,3.406836
B.A.P.S.,1997,1.56098
Love and Other Catastrophes,1996,0.915298
Turbo: A Power Rangers Movie,1997,5.436745
Anna Karenina,1997,5.660835
Double Team,1997,5.452961
Inventing the Abbotts,1997,5.063701
Anaconda,1997,14.386089
Grosse Pointe Blank,1997,7.556814
Keys to Tulsa,1997,1.323422
Kissed,1996,2.056754
8 Heads in a Duffel Bag,1997,5.666701
Hollow Reed,1996,0.261217
Paradise Road,1997,1.462139
Traveller,1997,2.166773
All Over Me,1997,4.06745
A Brother's Kiss,1997,0.92491
A Chef in Love,1996,0.631834
Romy and Michele's High School Reunion,1997,5.889414
Temptress Moon,1996,1.136222
Volcano,1997,13.147917
Children of the Revolution,1996,1.129648
Austin Powers: International Man of Mystery,1997,11.749159
Breakdown,1997,7.926621
Broken English,1996,0.369118
Commandments,1997,0.225707
Ripe,1996,0.773608
"Truth or Consequences, N.M.",1997,2.26858
The Turning,1992,0.129847
Warriors of Virtue,1997,0.719444
Fathers' Day,1997,5.295556
The Fifth Element,1997,24.30526
Intimate Relations,1996,1.372838
Nowhere,1997,3.324489
Losing Chase,1996,0.901452
Sprung,1997,1.511388
The Promise,1995,0.122178
Le Bonheur,1965,0.792486
Love! Valour! Compassion!,1997,1.7442
Shall We Dance?,1996,1.963402
The Second Jungle Book: Mowgli & Baloo,1997,0.285487
