crew,return,title,release_date,budget,revenue
Tinker Lindsay,0,Hector and the Search for Happiness,2014-08-14,0.0,1124445.0
Charles Martin Smith,0,Trick or Treat,1986-10-24,0.0,6797218.0
John Irvin,0,Widows' Peak,1994-05-13,0.0,0.0
Ron W. Miller,0,Never a Dull Moment,1968-06-26,0.0,0.0
Soumik Sen,0,Gulaab Gang,2014-03-07,0.0,0.0
Fernando Sabino,0,The Boy in the Mirror,2014-06-19,0.0,0.0
Roberto Santucci,0,O Candidato Honesto,2014-09-05,0.0,0.0
Ron Chapman,0,Who the F**K Is Arthur Fogel,2013-03-22,0.0,0.0
Walt Disney,0,The Happiest Millionaire,1967-06-26,0.0,0.0
Joung Yumi,0,Love Games,2013-02-10,0.0,0.0
Bill Fishman,0,Tapeheads,1988-10-21,0.0,343786.0
Jim Denault,9.914006689655173,Pitch Perfect 2,2015-05-07,29000000.0,287506194.0
Thomas Wöbke,0.0,Stung,2015-07-03,2500000.0,0.0
Camille Delamarre,2.460601035714286,Brick Mansions,2014-04-22,28000000.0,68896829.0
Jordan Rubin,0,Zombeavers,2014-10-20,0.0,14947.0
Li Yu,0,Fish and Elephant,2001-09-01,0.0,0.0
Savage Steve Holland,0,Ratko: The Dictator's Son,2009-06-01,0.0,0.0
,0,R20,2004-02-13,0.0,0.0
Scott Glasgow,0,Taking Chances,2009-11-24,0.0,0.0
Fruit Chan,0,The Midnight After,2014-02-07,0.0,0.0
Allan A. Goldstein,0,Memory Run,1995-06-16,0.0,0.0
Christian Petzold,0,Phoenix,2014-09-25,0.0,3184472.0
Éléonore Pourriat,0.0,Oppressed Majority,2010-10-24,340000.0,0.0
Louis Malle,0,Zazie dans le métro,1960-10-28,0.0,0.0
Robert Wade,0.0,Return to Sender,2004-09-17,7800000.0,0.0
Peter Sollett,3.520145,Raising Victor Vargas,2002-05-16,800000.0,2816116.0
Sharon Lockhart,0,Podwórka,2009-01-01,0.0,0.0
Mark Brown,0.0,Two Can Play That Game,2001-09-07,6000000.0,0.0
Álex de la Iglesia,0,Mutant Action,1993-02-03,0.0,0.0
Deborah Stratman,0,O'er the Land,2009-01-01,0.0,0.0
Chiu Keng Guan,0.0,The Journey,2014-01-30,1220000.0,0.0
50 Cent,0,Before I Self Destruct,2009-11-16,0.0,0.0
Law Wing-cheong,0,The Wrath Of Vajra,2013-09-24,0.0,0.0
Joe Hisaishi,0,The Little House,2014-01-25,0.0,0.0
Suzanne Baron,0,My Dinner with André,1981-10-11,0.0,0.0
Daina Reid,0,Never Tear Us Apart: The Untold Story of INXS,2014-02-09,0.0,0.0
Wu Tian-Ming,0,The King of Masks,1997-12-20,0.0,1.0
Benjamín Naishtat,0,History of Fear,2014-02-09,0.0,0.0
David Soren,0,Merry Madagascar,2009-11-16,0.0,0.0
Dietrich Brüggemann,0,Stations of the Cross,2014-03-20,0.0,0.0
Sameer Vidwans,0,Time Please,2013-07-26,0.0,0.0
Walter Scharf,0,Walking Tall,1973-02-22,0.0,0.0
Maren Ade,0,"Arabian Nights: Volume 1, The Restless One",2015-06-24,0.0,0.0
Alexander Sokurov,0,The Knot,2000-03-25,0.0,0.0
Johnnie To,0,Accident,2009-09-24,0.0,0.0
Klay Hall,0,Tinker Bell and the Lost Treasure,2009-09-03,0.0,0.0
Phil Meheux,0.0,Scum,1979-09-12,420000.0,0.0
Daniel Boulanger,0,Two Men in Town,2014-02-06,0.0,0.0
Jeremy Earp,0,The Codes of Gender,2010-10-13,0.0,0.0
John Legend,0,Breaking Through,2015-08-19,0.0,0.0
Vicente Aranda,0,Lolita's Club,2007-11-30,0.0,0.0
Santiago Segura,1.2588236512148856,Torrente 5: Operación Eurovegas,2014-10-03,9272437.0,11672363.0
Yuri Ilyenko,0,A Story of the Forest: Mavka,1980-07-23,0.0,0.0
Roger Donaldson,2.1704079333333333,The November Man,2014-08-27,15000000.0,32556119.0
Jill Newell,0.03577525,Manglehorn,2015-06-03,4000000.0,143101.0
Avy Kaufman,0,Louder Than Words,2013-10-11,0.0,0.0
Angela Robinson,0,Girltrash: All Night Long,2014-02-10,0.0,0.0
Bert Bates,0,Our Man in Havana,1959-12-30,0.0,0.0
Max Landis,0,Me Him Her,2016-03-11,0.0,0.0
Harun Farocki,0,Between Two Wars,1978-11-05,0.0,0.0
Roger Deakins,0,Stormy Monday,1988-05-01,0.0,1791328.0
Binod Pradhan,0.0,"Just Let It Go, Friends",1983-08-12,14000.0,0.0
François Truffaut,0.0,Stolen Kisses,1968-08-13,350000.0,0.0
Yann Dedet,0,Red Lights,2004-03-03,0.0,0.0
James Foley,0,"After Dark, My Sweet",1990-08-24,0.0,0.0
Jack Warner,0,Deception,1946-10-18,0.0,0.0
Arthur Lubin,0,Impact,1949-03-20,0.0,0.0
Stanley Cortez,0,Shock Corridor,1963-09-11,0.0,0.0
Van Nest Polglase,0,Slightly Scarlet,1956-02-29,0.0,0.0
Edward Buzzell,0,The Get-Away,1941-06-13,0.0,0.0
Roy Webb,29.850746268656717,Cat People,1942-12-05,134000.0,4000000.0
Miklós Rózsa,0,The Bribe,1949-02-03,0.0,0.0
Mukesh Bhatt,0,Jannat,2008-01-01,0.0,0.0
Olivier Ducastel,0,Jeanne and the Perfect Guy,1998-04-22,0.0,13936.0
John Bailey,0,The Forger,2014-09-10,0.0,0.0
Rakesh Roshan,0,Koi... Mil Gaya,2003-08-08,0.0,0.0
Emir Kusturica,0,On the Milky Road,2016-02-03,0.0,0.0
Rob Hardy,0,The Gospel,2005-10-07,0.0,0.0
Coline Serreau,0,La Belle verte,1996-09-18,0.0,0.0
Subhash Ghai,0,Pardes,1997-01-01,0.0,0.0
Terence Davies,0.5164404,The House of Mirth,2000-09-23,10000000.0,5164404.0
Yoshiaki Kawajiri,0,Lensman,1984-06-07,0.0,0.0
Gustavo Fontán,0,The Face,2013-11-15,0.0,0.0
Craig Moss,0.0,Bad Ass 2: Bad Asses,2014-04-08,5500000.0,0.0
Mark Adler,0,The Ron Clark Story,2006-08-13,0.0,0.0
Kevin Carraway,0.0,Way of the Wicked,2014-05-20,3000000.0,0.0
Avi Lerner,0,American Ninja 4: The Annihilation,1990-10-30,0.0,0.0
Aleksey Fedorchenko,0,First on the Moon,2005-09-25,0.0,0.0
Jorge Ferrari,0,Chronicle of an Escape,2006-01-01,0.0,0.0
Ed Hansen,0,Party Plane,1991-01-02,0.0,0.0
Andrea Di Stefano,0.2210781176470588,Escobar: Paradise Lost,2014-10-11,17000000.0,3758328.0
Chris Hunt,0,Bogart: The Untold Story,1997-01-05,0.0,0.0
Valery Chikov,0,Don't Play the Fool...,1997-01-01,0.0,0.0
Johnnie To,0,PTU,2003-04-17,0.0,0.0
Edward Yang,0,Yi Yi,2000-09-20,0.0,0.0
Becky Sloan,0,"Don't Hug Me, I'm Scared II: Time",2014-01-08,0.0,0.0
Leigh Harline,0,Man Alive,1945-11-16,0.0,0.0
Raymond Chow,0,Winners & Sinners,1983-01-01,0.0,0.0
Azuma Morisaki,0,Pecoross' Mother and Her Days,2013-11-16,0.0,0.0
Michael Spiccia,0,Yardbird,2012-05-16,0.0,0.0
Nicolo Donato,0,Brotherhood,2009-10-21,0.0,0.0
Nicolo Donato,0,Brotherhood,2009-10-21,0.0,0.0
Nicolo Donato,0,Brotherhood,2009-10-21,0.0,0.0
Nicolo Donato,0,Brotherhood,2009-10-21,0.0,0.0
Carlo Verdone,0,Sotto una buona stella,2014-02-13,0.0,0.0
Timothy Armstrong,0,Dakota's Summer,2014-04-17,0.0,0.0
André Previn,0,Shadow on the Wall,1950-05-19,0.0,0.0
Roy Webb,0,Split Second,1953-05-02,0.0,0.0
Stephen R. Myers,0,Authors Anonymous,2014-04-18,0.0,0.0
Leila Djansi,0,And Then There Was You,2013-10-19,0.0,0.0
Michael Doneger,0,This Thing with Sarah,2013-06-01,0.0,0.0
Nicholas Nayfack,0,The Sellout,1952-05-30,0.0,0.0
Stanley Kramer,0,The Sniper,1952-05-09,0.0,0.0
Jacques Becker,0,Rue de l'Estrapade,1953-04-14,0.0,0.0
,0,Blank: A Vinylmation Love Story,2014-02-14,0.0,0.0
Jack Cardiff,0,Dark of the Sun,1968-01-19,0.0,0.0
Guillaume Nicloux,0,The Kidnapping of Michel Houellebecq,2014-08-27,0.0,0.0
Helena Solberg,0,Carmen Miranda: Bananas Is My Business,1995-04-13,0.0,0.0
Cao Guimarães,0,The Soul of the Bone,2004-01-22,0.0,0.0
Maximilian Leo,0,My Brother's Keeper,2014-02-07,0.0,0.0
Micki Zurcher,0,The Land Before Time IX: Journey to the Big Water,2002-12-17,0.0,0.0
Stuart Orme,0,The Puppet Masters,1994-10-21,0.0,8638072.0
Imre Horvath,0,Murder: No Apparent Motive,1984-01-02,0.0,0.0
Majid Barzegar,0,Parviz,2012-09-23,0.0,0.0
Gustavo César Carrión,0,Yanco,1961-11-01,0.0,0.0
Armand Mastroianni,0.0,Black Widow,2008-12-08,2000000.0,0.0
Nino Rota,0,The Taming of the Shrew,1967-03-07,0.0,0.0
Michael Hoffman,0,Soapdish,1991-05-31,0.0,36489888.0
George Barnes,0,Marked Woman,1937-04-10,0.0,0.0
Çağan Irmak,0,Are We Ok?,2013-11-29,0.0,0.0
Sam Comer,0,Appointment with Danger,1951-05-09,0.0,0.0
Dragan Bjelogrlić,0.0,See You in Montevideo,2014-01-15,5400000.0,0.0
Miloš Forman,0,Ragtime,1981-11-20,0.0,0.0
Toni Myers,0,The Dream Is Alive,1985-06-01,0.0,0.0
Sturla Gunnarsson,0,Ice Soldiers,2013-12-06,0.0,0.0
Bonghyeon Byeon,0,Hope,2013-10-02,0.0,0.0
Don Phillips,0.0,Drive,1997-08-06,3500000.0,0.0
Terry Klassen,0,Barbie: The Pearl Princess,2013-02-19,0.0,0.0
Kevin Booth,0,American Drug War: The Last White Hope,2007-01-01,0.0,0.0
Frank Capra,0,Our Mr. Sun,1956-11-19,0.0,0.0
Lars Mering,0,The Reunion 2 - The Funeral,2014-02-06,0.0,0.0
Hongyu Yang,0,"Black Coal, Thin Ice",2014-06-11,0.0,0.0
Melis Ubukeyev,0,White Mountains,1964-01-01,0.0,0.0
Zhang Yang,0,Spicy Love Soup,1997-01-01,0.0,0.0
Keisuke Kinoshita,0,Times of Joy and Sorrow,1957-10-01,0.0,0.0
Joe Dante,0,Burying the Ex,2014-09-04,0.0,0.0
,0,Eu Maior,2013-11-21,0.0,0.0
Hannes Holm,0,Wonderful and Loved by All,2007-08-24,0.0,0.0
Patrick Ryborn,0,Every Other Week,2006-01-13,0.0,0.0
William A. Levey,0,Slumber Party '57,1976-08-31,0.0,0.0
Archie Borders,0,Pleased to Meet Me,2013-10-10,0.0,0.0
Charles Grosvenor,0,The Land Before Time VIII: The Big Freeze,2001-12-04,0.0,0.0
Lance Bangs,0,Breadcrumb Trail,2014-04-15,0.0,0.0
Stefan Haupt,0,The Circle,2014-09-18,0.0,0.0
Oksana Bychkova,0,Another Year,2014-01-15,0.0,0.0
Giuseppe Ruzzolini,0,Il figlio dello sceicco,1977-02-16,0.0,0.0
Manu Payet,0,Relationship Status: It's Complicated,2014-03-19,0.0,0.0
Peter Abrams,0,Wrong Turn at Tahoe,2009-11-16,0.0,0.0
Deborah Stratman,0,In Order Not to Be Here,2003-01-01,0.0,0.0
Naomi Kawase,0,Nanayo,2008-11-01,0.0,0.0
Yim Pil-sung,0,Hansel & Gretel,2007-12-27,0.0,0.0
Mariano Llinás,0,Balnearios,2002-04-23,0.0,0.0
Sean Penn,0.027303571428571427,The Indian Runner,1991-05-19,7000000.0,191125.0
James W. Horne,0,Way Out West,1937-04-16,0.0,0.0
François Truffaut,0,Antoine and Colette,1962-06-22,0.0,0.0
Boaz Davidson,0.0,Ninja,2009-10-22,10000000.0,0.0
Sudabeh Mortezai,0,Macondo,2014-02-14,0.0,0.0
Peter Orton,0,Russell Howard Live: Dingledodies,2009-11-09,0.0,0.0
Steve Wolsh,0,Muck,2015-03-15,0.0,0.0
S.S. Rajamouli,2.5,Baahubali: The Beginning,2015-07-10,40000000.0,100000000.0
William Shakespeare,0,Village People Radio Show,2007-01-01,0.0,0.0
Alonso Ruiz Palacios,0,Güeros,2015-03-20,0.0,0.0
Luciano Salce,0,White Collar Blues,1975-03-27,0.0,0.0
Trish Doolan,0,April's Shower,2003-10-15,0.0,0.0
Donald Paul Pemrick,0.0,Drive Hard,2014-05-26,12000000.0,0.0
John Power,0.0,The Tommyknockers,1993-05-09,12.0,0.0
Tan Pin Pin,0,To Singapore with Love,2013-07-10,0.0,0.0
Leesong Hee-il,0,Night Flight,2014-02-09,0.0,0.0
Lou Ye,0,Blind Massage,2014-02-17,0.0,0.0
Judith Kaufmann,0,Inbetween Worlds,2014-02-11,0.0,0.0
Greg Garthe,0,Last Call,2012-04-12,0.0,0.0
Kurt Neumann,0,Bad Boy,1949-02-22,0.0,0.0
José Celso Martinez Corrêa,0,Prata Palomares,1972-01-01,0.0,0.0
Robert Day,0,Murder by Natural Causes,1979-02-17,0.0,0.0
Sig De Miguel,0,Burning Blue,2013-06-29,0.0,0.0
Bill Morrison,0,Decasia,2002-01-24,0.0,0.0
Andy Warhol,0,Sleep,1963-01-01,0.0,0.0
Nobuhiko Ôbayashi,0,House,1977-08-26,0.0,0.0
John Williams,0.4376783,Rosewood,1997-02-21,30000000.0,13130349.0
John Waters,0.0,Multiple Maniacs,1970-04-10,5000.0,0.0
Han Sanping,0,The Founding of a Republic,2009-09-17,0.0,0.0
Sandro Continenza,0,The Living Dead at Manchester Morgue,1974-11-28,0.0,0.0
William Bindley,0,The Fluffy Movie,2014-07-25,0.0,0.0
John Erick Dowdle,8.02,"As Above, So Below",2014-08-14,5000000.0,40100000.0
Terry Marcel,0,Hawk the Slayer,1980-08-27,0.0,0.0
Luke Dodd,0,Looking for Light: Jane Bown,2014-04-25,0.0,0.0
Wyatt Troll,0,Kurt Cobain: About a Son,2006-10-03,0.0,0.0
Midi Z,0,Ice Poison,2014-02-07,0.0,0.0
Maximilian Erlenwein,0,Stereo,2014-05-15,0.0,0.0
Arne Birkenstock,0,Beltracchi - The Art of the Forgery,2014-03-06,0.0,0.0
ChangGil Shin,0,Tabloid Truth,2014-02-20,0.0,0.0
Liz Miller,0,The Water Front,2007-11-01,0.0,0.0
Nicholas Ray,0,Party Girl,1958-10-28,0.0,0.0
Terri Taylor,0,Not Safe for Work,2014-05-09,0.0,0.0
Stelvio Massi,0,Speed Cross,1980-02-02,0.0,0.0
Alison Maclean,0,Jesus' Son,1999-09-05,0.0,0.0
Chris Marker,0,If I Had Four Dromedaries,1966-01-01,0.0,0.0
Shantanu Moitra,0,Laaga Chunari Mein Daag - Journey of A Woman,2007-10-12,0.0,0.0
Govindan Aravindan,0,The Circus Tent,1978-01-18,0.0,0.0
S. Sylvan Simon,0,The Thrill of Brazil,1946-09-06,0.0,0.0
Wendy Greene Bricmont,0,My First Mister,2001-01-18,0.0,0.0
Zack Snyder,0,Superman 75,2013-10-15,0.0,0.0
Deborah Aquila,2.0073896666666666,Love Happens,2009-09-18,18000000.0,36133014.0
Donnie Yen,0,Wing Chun,1994-03-24,0.0,0.0
Bill Corcoran,0,Death Warrior,2009-11-27,0.0,0.0
Kim Ki-duk,0,Breath,2007-04-26,0.0,0.0
John Stockwell,0.0,In the Blood,2014-04-04,10000000.0,0.0
Mark Schmidt,0,Walking with the Enemy,2014-04-25,0.0,0.0
Kim Ki-duk,0,Time,2006-06-30,0.0,14742.0
Kim Ki-duk,0,Bad Guy,2002-01-11,0.0,0.0
Steven Spielberg,0,Joe Versus the Volcano,1990-03-09,0.0,39404261.0
Kim Ki-duk,0,Address Unknown,2001-06-02,0.0,0.0
One9,0,Nas: Time Is Illmatic,2014-04-04,0.0,0.0
Kim Ki-duk,0,Real Fiction,2000-06-24,0.0,0.0
David Rountree,0,Cut!,2014-01-14,0.0,0.0
Kim Ki-duk,0,Crocodile,1996-11-16,0.0,0.0
Inna Tumanyan,0,When I Will Become a Giant,1978-01-01,0.0,0.0
Kim Ki-duk,0,Wild Animals,1997-10-25,0.0,0.0
,0,A Small September Affair,2014-02-14,0.0,0.0
Herman Yau,0,Triad Wars,2008-02-28,0.0,0.0
Seiji Okuda,0,Glasses,2007-09-22,0.0,0.0
,0.0,Free to Play,2014-03-19,150000.0,0.0
Tanya Beer,0,Tar Creek,2009-08-13,0.0,0.0
Andrea Matheson,0,Trespass Against Us,2017-01-20,0.0,0.0
Naoko Ogigami,0,Kamome Diner,2006-06-11,0.0,0.0
Yosuke Fujita,0,"Fine, Totally Fine",2008-01-01,0.0,0.0
Denise Di Novi,3.0731130339321355,Focus,2015-02-25,50100000.0,153962963.0
Peter Magnusson,0,Tillbaka till Bromma,2014-02-19,0.0,0.0
François Ozon,0,Time to Leave,2005-05-16,0.0,0.0
Lee Myung-Se,0,Nowhere to Hide,1999-01-01,0.0,0.0
Juliusz Machulski,0,Embassy,2013-10-18,0.0,0.0
Peter Svatek,0,Takedown: The DNA of GSP,2014-02-20,0.0,0.0
David M. Richardson,0,Throw Down,2004-07-08,0.0,0.0
Brian Trenchard-Smith,0,Frog Dreaming,1986-05-01,0.0,0.0
Waldemar Krzystek,0,Little Moscow,2008-11-28,0.0,0.0
John Pilger,0,The Secret Country: The First Australians Fight Back,1986-01-01,0.0,0.0
Keith Parmer,0.0,Swelter,2014-04-20,8000000.0,0.0
Crys Forsyth-Smith,0.8793103448275862,The Aviator,2004-12-17,116000000.0,102000000.0
Alfred Hitchcock,0,Foreign Correspondent,1940-08-16,0.0,0.0
Paul Henreid,0,Hollow Triumph,1948-06-18,0.0,0.0
Franz Waxman,0,A Place in the Sun,1951-06-12,0.0,0.0
Charles Rapp,0,Bad Country,2014-09-26,0.0,0.0
Curtis Crawford,0,The Husband She Met Online,2013-10-26,0.0,0.0
Nancy Nayor,0,Shout,1991-10-04,0.0,3547684.0
Shannon Makhanian,0.0,Wicked Blood,2014-03-04,3500000.0,0.0
Nenad Pata,0,The Rhythm of Crime,1981-01-01,0.0,0.0
Sergio G. Sánchez,0,Purgatory,2014-03-28,0.0,0.0
Jackie Chan,0,Rob-B-Hood,2006-09-28,0.0,0.0
Chris W. Mitchell,0,The Pool,2014-05-01,0.0,0.0
Jan Forsström,0,The Princess of Egypt,2013-06-13,0.0,0.0
Sam Firstenberg,0,American Ninja 2: The Confrontation,1987-05-01,0.0,0.0
Vic Ramos,0,The Friends of Eddie Coyle,1973-06-26,0.0,0.0
George S. Clinton,0,American Ninja 3: Blood Hunt,1989-02-24,0.0,0.0
Michael Giacchino,0,Toy Story That Time Forgot,2014-12-02,0.0,0.0
Mike Brett,0,Next Goal Wins,2014-04-25,0.0,0.0
Greg Latter,0,American Ninja 5,1993-01-01,0.0,0.0
Peter Zeitlinger,0,Red Army,2014-08-13,0.0,694600.0
Harry J. Wild,0,Pitfall,1948-06-24,0.0,0.0
Réka Bucsi,0,Symphony No. 42,2014-02-07,0.0,0.0
Abel Ferrara,0,The Blackout,1997-06-11,0.0,0.0
Pawan Kripalani,0,Darr @ the Mall,2014-02-21,0.0,0.0
Pascal Gaigne,0,Lasa & Zabala,2014-10-17,0.0,0.0
Lisa Azuelos,0,Quantum Love,2014-04-23,0.0,0.0
Jaime Chávarri,0,Sus ojos se cerraron y el mundo sigue andando,1998-01-23,0.0,0.0
Russell Crowe,0.6897788,The Water Diviner,2014-12-25,22500000.0,15520023.0
Francisco Pérez-Dolz,0,A tiro limpio,1963-09-02,0.0,0.0
Patrick Viersen Brown,0,In a Town This Size,2011-03-09,0.0,0.0
Dan Fogelman,1.0835752,Danny Collins,2015-03-19,10000000.0,10835752.0
Sean McEwen,0,Albino Farm,2009-09-09,0.0,0.0
Te-Sheng Wei,0.0,Kano,2014-02-27,7.0,0.0
Dimitri Tiomkin,0,Alice in Wonderland,1933-12-22,0.0,0.0
Bradley Rust Gray,0,Treeless Mountain,2009-08-27,0.0,0.0
Adirley Queirós,0,"White Out, Black In",2014-09-20,0.0,0.0
Rupert Gregson-Williams,2.8315063684210524,Paul Blart: Mall Cop 2,2015-04-16,38000000.0,107597242.0
Alejandro Monteverde,0.32429805,Little Boy,2015-04-23,20000000.0,6485961.0
Luke Moran,0,Boys of Abu Ghraib,2014-03-15,0.0,0.0
John Debney,0,Getting Away with Murder,1996-04-12,0.0,0.0
Samson Raphaelson,0.0,In the Good Old Summertime,1949-07-29,3400000.0,0.0
Sylvia Ingemarsson,0,The Man on the Roof,1976-09-30,0.0,0.0
Celestia Fox,0.84187412,Oliver Twist,2005-09-23,50000000.0,42093706.0
Giorgio Amato,0.0,The Stalker,2013-03-01,300.0,0.0
Jaime Comas Gil,0,Encounters in the Deep,1979-04-04,0.0,0.0
Richard Van Vleet,0,Ryan and Sean's Not So Excellent Adventure,2008-11-14,0.0,0.0
Alex Fegan,0,The Irish Pub,2013-10-04,0.0,0.0
,0.0,The Drunk,2014-02-16,1000000.0,0.0
Charles Minsky,0.42701633333333333,Post Grad,2009-08-21,15000000.0,6405245.0
James Fargo,0,Game For Vultures,1980-09-17,0.0,0.0
Natalya Meshchaninova,0,The Hope Factory,2014-01-25,0.0,0.0
Albert Pyun,0,Brain Smasher... A Love Story,1993-11-17,0.0,0.0
John Irvin,0,Dot.Kill,2005-03-08,0.0,0.0
John Ford,0,Submarine Patrol,1938-11-25,0.0,0.0
Frank Capra,0,Tunisian Victory,1944-03-23,0.0,0.0
Phil Joanou,0.0,The Veil,2016-04-21,4000000.0,0.0
Ericson Core,1.2735115333333333,Point Break,2015-12-03,105000000.0,133718711.0
Etan Cohen,2.795286325,Get Hard,2015-03-26,40000000.0,111811453.0
Victor Salva,0,Dark House,2014-03-14,0.0,0.0
Jiří Trnka,0,Prince Bayaya,1950-01-26,0.0,0.0
Corbin Billings,0,Bite Size,2014-03-07,0.0,0.0
Paul Lazarus,0,SlingShot,2014-03-14,0.0,0.0
Madellaine Paxson,0,Blood Punch,2014-02-21,0.0,0.0
John Skipp,0.0,Animals,2008-11-05,5500000.0,0.0
Matthew Kowalchuk,0,Lawrence & Holloman,2014-08-29,0.0,0.0
Henric Brandt,0,Threads of Destiny,2014-02-23,0.0,0.0
Takashi Miike,0,Crows Zero II,2009-04-11,0.0,0.0
Shaan Rahman,6.818181818181818,Ohm Shanthi Oshaana,2014-02-07,220000.0,1500000.0
Keith Coulouris,0,Shadow People,2007-01-01,0.0,0.0
Stefan Schwartz,0.10073466666666667,Shooting Fish,1997-08-22,3000000.0,302204.0
John Hale,0,The Whistle Blower,1986-11-21,0.0,0.0
Xabi Molia,0,The Conquerors,2013-09-25,0.0,0.0
Robert Leighton,5.558990628571428,The Intern,2015-09-24,35000000.0,194564672.0
Chris Zonnas,0,Loaded,2014-03-08,0.0,0.0
Lucien Ballard,0,The Unholy Wife,1957-06-24,0.0,0.0
Steve Bloom,0.0,Overnight Delivery,1998-04-07,12000000.0,0.0
Massimo D'Anolfi,0,Il castello,2011-02-26,0.0,0.0
Joshua Overbay,0,As It Is in Heaven,2014-08-15,0.0,0.0
Anthony Lucero,0,East Side Sushi,2014-03-08,0.0,0.0
Dana Nachman,0,The Human Experiment,2013-11-23,0.0,0.0
Hans Christian Andersen,0,Le Rossignol,2005-04-16,0.0,0.0
Emma Thompson,0,Sold,2016-04-01,0.0,0.0
Kôji Kawano,0,The Girls Rebel Force of Competitive Swimmers,2007-12-25,0.0,0.0
Robert Parrish,0,The Mob,1951-09-07,0.0,0.0
Ulrike Ottinger,0,Prater,2007-02-10,0.0,0.0
Jeong Yong-ki,0,The Righteous Thief,2009-11-26,0.0,0.0
Ugo Liberatore,0,May Morning,1970-08-02,0.0,0.0
Lee Han,0,Thread of Lies,2014-03-13,0.0,0.0
Togan Gökbakar,0,Recep İvedik 4,2014-02-20,0.0,149521495.0
Chris Columbus,2.7686033068181817,Pixels,2015-07-16,88000000.0,243637091.0
Shayne Armstrong,2.72457325,The Darkness,2016-05-13,4000000.0,10898293.0
Stan Lee,0,Avengers Confidential: Black Widow & Punisher,2014-03-25,0.0,0.0
Cy Endfield,0,Universal Soldier,1972-05-01,0.0,0.0
Frank King,0,The Gangster,1947-11-25,0.0,0.0
James M. Cain,0,The Postman Always Rings Twice,1946-05-02,0.0,0.0
Thomas N. Morahan,0,A Circle of Deception,1960-11-01,0.0,0.0
Franz Waxman,0,He Ran All The Way,1951-06-19,0.0,0.0
René Gainville,0,L'associé,1979-08-22,0.0,0.0
Henri Decaë,0,The Lovers,1958-09-05,0.0,0.0
Tom Thurman,0,"Buy the Ticket, Take the Ride",2006-12-12,0.0,0.0
Robert Greene,0,Actress,2014-11-07,0.0,0.0
Marteinn Thorisson,0.0,The Flight Before Christmas,2008-09-22,6100000.0,0.0
Jeff Stephenson,0,Bank$tas,2014-04-18,0.0,0.0
Kôji Shiraishi,0,A Slit-Mouthed Woman,2007-03-16,0.0,0.0
Peter Billingsley,0.0012882424242424242,Term Life,2016-04-29,16500000.0,21256.0
Ben Cookson,0,Almost Married,2014-03-28,0.0,0.0
Monika Mikkelsen,0,The Boy,2015-08-14,0.0,0.0
Javier Aguirresarobe,2.7269446206896553,Goosebumps,2015-08-05,58000000.0,158162788.0
Allan Ungar,0,Tapped Out,2014-05-27,0.0,0.0
Matt Vancil,0,The Gamers,2002-11-03,0.0,0.0
Barney Burman,0,Piranha Sharks,2015-08-06,0.0,0.0
Mike Clattenburg,0,Trailer Park Boys: Don't Legalize It,2014-04-18,0.0,0.0
Val Guest,0,Give Us the Moon,1944-09-18,0.0,0.0
Yôji Yamada,0,Kabei: Our Mother,2008-01-26,0.0,0.0
Juhn Jai-hong,0,Beautiful,2008-02-14,0.0,0.0
Robert Gardner,0,Rivers of Sand,1974-10-30,0.0,0.0
David Price,7.756651111111111,Children of the Corn II: The Final Sacrifice,1993-01-29,900000.0,6980986.0
Jorge Algora,0,Inevitable,2014-04-11,0.0,0.0
James D.R. Hickox,0,Children of the Corn III: Urban Harvest,1995-09-12,0.0,0.0
John Boorman,1.3337362857142858,The Tailor of Panama,2001-02-11,21000000.0,28008462.0
Stephen King,0,Children of the Corn IV: The Gathering,1996-10-08,0.0,0.0
Ethan Wiley,0,Children of the Corn V: Fields of Terror,1998-06-21,0.0,0.0
Kari Skogland,0,Children of the Corn 666: Isaac's Return,1999-10-19,0.0,0.0
Daniel Lusko,0,Persecuted,2014-05-09,0.0,1558836.0
Guy Magar,0.0,Children of the Corn: Revelation,2001-10-09,2500000.0,0.0
Christoph Hahnheiser,0,The Shoe,1998-03-01,0.0,0.0
Laila Pakalnina,0,Dream Land,2004-11-05,0.0,0.0
Donald P. Borchers,0.0,Children of the Corn,2009-09-26,4500000.0,0.0
Wisit Sasanatieng,0.0,Citizen Dog,2004-12-12,1700000.0,0.0
Victor Salva,0,Clownhouse,1989-01-15,0.0,0.0
Grant Munro,0,Animated Motion: Part 5,1978-01-01,0.0,0.0
Norman McLaren,0,Narcissus,1983-08-18,0.0,0.0
Dong-yeob Shin,0,Days of Wrath,2013-10-30,0.0,0.0
Mark Hamill,0,Comic Book: The Movie,2004-01-27,0.0,0.0
Lamont Johnson,0,My Sweet Charlie,1970-01-20,0.0,0.0
Paul Aaron,0,The Miracle Worker,1979-10-14,0.0,0.0
Claudio Amendola,0,La mossa del pinguino,2014-03-01,0.0,0.0
Lyle R. Wheeler,0.0,The Diary of Anne Frank,1959-03-18,3000000.0,0.0
Luis Figueroa,0,Kukuli,1961-01-01,0.0,0.0
Gordon Davidson,0,The Trial of Lee Harvey Oswald,1977-09-30,0.0,0.0
Don Argott,0,As the Palaces Burn,2014-01-27,0.0,0.0
Gonzalo Suárez,0,Ditirambo,1969-03-12,0.0,0.0
Nikos Koundouros,0,The Magic City,1955-07-18,0.0,0.0
